NAME                                VERSION                            TYPE   
safe-buffer                         5.2.1                              npm     
safer-buffer                        2.1.2                              npm     
sed                                 4.9-1                              deb     
semver                              7.5.4                              npm     
sensible-utils                      0.0.17+nmu1                        deb     
set-blocking                        2.0.0                              npm     
shared-mime-info                    2.2-1                              deb     
shebang-command                     2.0.0                              npm     
shebang-regex                       3.0.0                              npm     
signal-exit                         4.0.2                              npm     
sigstore                            2.1.0                              npm     
smart-buffer                        4.2.0                              npm     
socks                               2.7.1                              npm     
socks-proxy-agent                   8.0.2                              npm     
spdx-correct                        3.2.0                              npm     
spdx-exceptions                     2.3.0                              npm     
spdx-expression-parse               3.0.1                              npm     
spdx-license-ids                    3.0.16                             npm     
ssri                                10.0.5                             npm     
string-width                        4.2.3                              npm     
string-width                        5.1.2                              npm     
string_decoder                      1.3.0                              npm     
strip-ansi                          6.0.1                              npm     
strip-ansi                          7.1.0                              npm     
supports-color                      9.4.0                              npm     
sysvinit-utils                      3.06-2ubuntu1                      deb     
tar                                 1.34+dfsg-1.2ubuntu0.1             deb     
tar                                 6.2.0                              npm     
text-table                          0.2.0                              npm     
tiny-relative-date                  1.3.0                              npm     
treeverse                           3.0.0                              npm     
tuf-js                              2.1.0                              npm     
tzdata                              2023c-2exp1ubuntu1.1               deb     
tzdata-icu                          2023c-2exp1ubuntu1.1               deb     
ubuntu-keyring                      2021.03.26                         deb     
unique-filename                     3.0.0                              npm     
unique-slug                         4.0.0                              npm     
usrmerge                            33ubuntu1                          deb     
util-deprecate                      1.0.2                              npm     
util-linux                          2.38.1-4ubuntu1                    deb     
util-linux-extra                    2.38.1-4ubuntu1                    deb     
validate-npm-package-license        3.0.4                              npm     
validate-npm-package-name           5.0.0                              npm     
walk-up-path                        3.0.1                              npm     
wcwidth                             1.0.1                              npm     
which                               2.0.2                              npm     
which                               4.0.0                              npm     
wide-align                          1.1.5                              npm     
wrap-ansi                           7.0.0                              npm     
wrap-ansi                           8.1.0                              npm     
write-file-atomic                   5.0.1                              npm     
yallist                             4.0.0                              npm     
zlib1g                              1:1.2.13.dfsg-1ubuntu4             deb     
